Tweets,Type,Url
"This is what they want. They want you lost, confused, overwhelmed and not knowing who or what to believe. Stay the course. Stay strong. Stay alert. Stay safe. Stay awake. 
#CovidIsAHoax #CovidIsALie #Plandemic #Scamdemic #OperationLockstep #Event201 #Agenda21 #MedicalTyranny #NWO",1,https://twitter.com/Salty702/status/1307559467748384768
The lab leak story is a distraction. They just renamed the flu & the common cold. #CovidIsALie #RefuseToComply,1,https://twitter.com/ky_statesman/status/1425287775687958529
"Who needs an immune system when you can just inject poison every 3 months? 
#VaccineFraud #CrimesAgainstHumanity
#CovidisaLie #ExperimentalVaccines #Cryptocurency 
#Factcheck #vaccine #VaccinePassports #VaccineShortage #vaccinated",1,https://twitter.com/NickelRider/status/1415748863328149508
"So the moon landing was the cheapest at the time, movie to ever be made costing only $17 per head. Until this world wide show #covidisalie please #WakeUp",1,https://twitter.com/QuintRuden/status/1370368560070025216
"You have to be a real moron to not see what has happened here. It is the damn flu people, it always was#covid",1,https://twitter.com/justthink1111/status/1437013900185190400
"This man my Government has been lying to his hole country Mr Johnson 
@BorisJohnson
 has came to us with this FAKE virus and spreading it to the hole world this coronavirus is yet agin a lie so please come on the truth run and join the fight #COVIDisaLIE",1,https://twitter.com/kayson_bowell/status/1307033373270052864
"#CovidIsNotOver is trending.
How about #CovidIsOver #CovidIsALie #TheVaccineIsDangeous",1,https://twitter.com/JocelynChilds4/status/1413583646276063232
"If theres one consolation I can take away from my situation, its this:
At least I dont have to wear a mask like everyone else. 
I may be isolated and obstructed, but I am unafraid. 
#Omicron #CovidIsALie 
#Liberty #Ame",1,https://twitter.com/votejoemchugh/status/1464784357130858496
"Fun Covid Fact of the Day: the ""vaccine"" is not the only thing approved under [corrupt] FDA EUA authorization but so are the ""tests"" and many of the other medical devices like masks & ventilators. #CovidIsALie #ResisTheJab #TeamKentucky",1,https://twitter.com/ky_statesman/status/1428514047578853383
"What I wanna know is... Where the hell are all the disposal bins for these ""toxic gloves and masks"" if this shit is so deadly...? #covidisalie",1,https://twitter.com/MellyHatchet/status/1427015182107217923
Still think whats happened over the past 2 years was about your health. So much was taken. I lost 5 family members in the last 2 year (not one due to this nonsense) & was not able to grieve with my family. #plannedemic #covidisalie #sheeple $,1,https://twitter.com/dette_white/status/1496920511674142737
"Here's a thought: if you at any point said or even thought Covid was a hoax, maybe you shouldn't get to be in line for the vaccine or at the very least, in the back 

#CovidIsALie #Sheeple #CovidIsAHoax #ThenWhyAreYouFirstInLine #COVID19 #CoronavirusV",1,https://twitter.com/CasedCrusader/status/1341443811835199488
All I want for Xmas is for people to wake up and see we're being scammed by the government #covidisalie,1,https://twitter.com/dmill187/status/1342231332802473985
They killed her cause she spoke against this #FakeVirus then blame fake Covid #StayWoke #CovidIsALie #CovidNotReal,1,https://twitter.com/TyHeru10/status/1478521921016762368
"The irony of this announcement and where it comes from,  is mind blowing !!
In a time where more people die of the vaccine than covid
#COVID19 #control #covidisalie",1,https://twitter.com/juanstwt/status/1416378848640475141
"If masks work, why are Covid cases increasing? #covidisalie #covidsheep",1,https://twitter.com/diamond_davve/status/1334344758433484800
"Congratulations to the CDC for destroying Jimmy Rave's wrestling career. Your #fakevid ""vaccine"" is poison assholes. #truth #covidisalie #covidisahoax #destroyedlife #thankyouJimmy",1,https://twitter.com/lordbenisi/status/1333510000711528453
The beginning of our #freedoms being taken was #911 What's the REAL TRUTH? Now it's the flu #covidisalie,1,https://twitter.com/mia_deplorable/status/1420356623701319681
" y'all are still following guidelines? I thought we were free  y'all go ahead and keep following guidelines, imma do me... #vaccinefree #sheeple #cdc #covidisalie #COVID
 ""Fully vaccinated people can gather indoors without masks, CDC says""  https://twitter.com/i/events/1368958557480099842",1,https://twitter.com/KolaThaGreat/status/1368982123881889793
"There are two types of people in this world.
Ones that believe in Covid and viruses and vaccines
Others that have studied all viewpoints and understand this scamdemic is an forced opinion and/or marketing campaign, nothing more
#wakeup #covidisalie",1,https://twitter.com/ericdchong/status/1390287094963081218
"That's the thing - there is no virus. There have been NO EXCESS DEATHS THIS YEAR. During a ""deadly pandemic"". People gotta wake up! https://bit.ly/noexcessdeaths #scamdemic #thereisnovirus #COVID1984 #COVID19 #COVID #COVIDIOTS #covidisalie",1,https://twitter.com/TheLibCommie/status/1338872800480784384
"Every single PATRIOT should intentionally go into public, everywhere you can WITHOUT A MASK.  Overwhelm this TYRANNICAL FL government.   The power is in the people. USE IT! http://t.ly/30aO  #COVIDISALIE",1,https://twitter.com/Non_GMO_Gringo/status/1276936088452395009
This has nothing to do with breaking news this is bullshit propaganda. #CovidIsALie,1,https://twitter.com/lekkerwakker1/status/1519021059235885057
Such a deadly virus that high risk patients only need a pill to be treated at home  ,1,https://twitter.com/radswan1/status/1519917069118050304
What a load of effing cockwomble! So it basically doesn't work but they still push division sucking in the mindless sheep...#Scamdemic #NoMandatoryVaccine #pureblood,1,https://twitter.com/LilPuddley/status/1518863235096719360
"Their lies are beginning to unravel 
#Plandemic #Scamdemic #FakeVirus #CrimesAgainstHumanity #Nuremberg2",1,https://twitter.com/EndTheWEF/status/1519488701113507840
"Psychopaths switching ""Pandemic"" to ""Endemic""
 Meaning it's a regular part of YOUR LIFE just like the COLD always has been.

WE WILL CONTINUE TO CALL IT ""SCAMDEMIC""
#scamdemic",1,https://twitter.com/covidhoax1984/status/1519608888177446912
Its dangerous to be right when the #government is wrong. Stand in your power. Be the light that ignites others. #Covid19 #Sca,1,https://twitter.com/DaveskiDave1/status/1519961779203457025
The best way to avoid vaccine injury is to not let the needle pierce the skin. #VaccineSideEffects #VaccineFraud #VaccineDeaths,1,https://twitter.com/DKanargel/status/1514633542642376708
"DO NOT VACCINATE w/out investigating the real risk vs benefit. The flu vaccine is among most dangerous! #vaccine are a FRAUD on society, and ASSAULT to our health! #vaccinefraud #CDCfraud #VaccineViolence",1,https://twitter.com/OSchnatch/status/1173690515709054976
"#JustifiedProtest 
Government blocked access to life, liberty, &  Charter of Rights!
#CrimesAgainstHumanity 
#CrimesAgainstCanadians
#MedicalTyranny
#TrudeauTheTyrant 
Speak truth to what you all have been complicit in!
Any elected that spoke truth  silenced by ",1,https://twitter.com/IBAConservative/status/1518749178603753473
"Keep your immunity up, take vitamins A, C, D, Zinc and Quercetin. Exercise and keep that weight down. Covid hits the obese. 2+ years and havent even got the sniffles. #vaccinefraud #ItWa",1,https://twitter.com/UncleRDuke/status/1519041056179900418
"Better to be a ""COVIDIOT"" and die free than to be a #COVIDSHEEP and live on your knees for the rest of your life wearing a mask and blindly accepting experimental chemicals being injected into your veins that cause infertility and heart inflammation and death. #COVIDIOTS",1,https://twitter.com/DogSurviving/status/1416719589208207371
"#Refuse to be a #covidsheep and don't wear a #facemask!

Tell the #CovidHoax supporting #Terrorist, #SadiqKhan where he can shove his, bad for your #health masks! Bring on the #antimask London Protests and riots! 
#LondonMaskRiots #Refusefacemasks #SayNoToFacemasks #JailcovidKhan",1,https://twitter.com/AVDCAreScum/status/1415069891883843584
"Keep your immunity up, take vitamins A, C, D, Zinc and Quercetin. Exercise and keep that weight down. Covid hits the obese. 2+ years and havent even got the sniffles. #vaccinefraud #ItWa",1,https://twitter.com/UncleRDuke/status/1519041056179900418
"so the regular seasonal flu has 'disappeared' but 'Covid' is causing all these deaths? 
Stop watching the news and do your own research....

https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/839350/Surveillance_of_influenza_and_other_respiratory_viruses_in_the_UK_2018_to_2019-FINAL.pdf 

#nationallockdown #COVIDSecondWave #covidsheep #COVIDIOTS #coronavirusuk",1,https://twitter.com/Rando_TheTrader/status/1346091903503183872
"Not even the same thing's... 
The flu is still very close to covid19 with her lethality. So your kids did wear a mask during each flu pandemic at school, grocery store and outdoors?
No?  How co",1,https://twitter.com/BernfriedI/status/1434283047130644480
Why are so many people compliant by wearing #facemasks? Don't even get me started in those who think it is a fashion accessory. The government are controlling us and this is just the start. #wakeuppeople #nomasks #covidsheep,1,https://twitter.com/xyroplex/status/1290381432955842561
"I'm not a scientist, but I can think. 

If the unvaccinated are putting the vaccinated at risk, the vaccine not only doesn't work -- it actually makes you sick. 

Logic. ",1,https://twitter.com/ComradeVero/status/1519404236387373059
"Just a friendly reminder. If you test positive for SARS-COV-2 after being vaccinated and are experiencing mild symptoms or even no symptoms at all? 

Yes, your vaccine worked. 

Dont let anyone tell you othe",0,https://twitter.com/sailorrooscout/status/1520049760253657088
"Hearing of nothing but food processing plants burning down. 

Any vaccine production factories been de",1,https://twitter.com/noreward_norisk/status/1520370392111661061
Look how much their vaccine helped. Helped with what is yet to be confirmed.,1,https://twitter.com/WATCHMEBURNDOW1/status/1520375814352637952
"Ive shared over 19,000 injury stories on Twitter in just 4 months. This is the real pandemic. 

Why isnt this on the news?

 CANCER 
 ADVERSE REACTIONS 
 DEATH 
 INTERN",1,https://twitter.com/Storiesofinjury/status/1511068409802371074
Indian vaccine industry developed the Covid vaccine with indigenous technology in collaboration with Indias research institutions within the shortest time. India provided 115 million doses of vaccines to more than 97 count,2,https://twitter.com/KeligariPraveen/status/1520788538018889728
Joe Biden destroys Fox News over vaccines ,0,https://twitter.com/RupertMyers/status/1520691480058286082
"Something you wont see in the mainstream news, Denmark suspends its nationwide COVID vaccine program.

Zero-COVID is impossible and life is worth l",2,https://twitter.com/aginnt/status/1519114213695787008
"|'countless children are currently at risk of starvation, are exposed to lack of vaccines and other medicines, while others are separated from their parents or guardians' 
@MarshadeCordova
 
@CarolineLucas
 
@Jeremy_Hunt
 
@UNHumanRights
 
@IntlCrimCourt
 
@lisanandy",0,https://twitter.com/TgrayHiwi/status/1520540702278664194
BREAKING NEWS: Pregnant and Breastfeeding Women were excluded from the COVID-19 Vaccination trials before determining if they were safe and effective,2,https://twitter.com/lianyou11/status/1520796378272006145
FOX NEWS tells you MAGA suckers to avoid the vaccine which they secretly take. The rubes and marks are so easy to fool.,2,https://twitter.com/BarnowskyLarry/status/1520794557222371328
A little good news on the COVID front for a change.,2,https://twitter.com/scopedbylarry/status/1520789235254538242
"Northern B.C. pub 'busier than ever' after keeping vaccine card requirement, says owner",2,https://twitter.com/cbcnewsbc/status/1518259223985106944
Do Vaccines Protect Against Long Covid? https://virasth.com/do-vaccines-protect-against-long-covid/,2,https://twitter.com/VirasthNews/status/1520062262777716736
"Excellent news!
UC drops vaccine mandate beginning summer 2022 | News | http://newsrecord.org",2,https://twitter.com/RaineC16/status/1517822675476918272
COVID vaccines for Americas youngest youngsters: FDA sets June me,0,https://twitter.com/VirasthNews/status/1520454619540992002
"If student-loan debt is forgiven and college becomes more affordable, more young people will get an education, and fewer people will believe the Earth is flat, that vaccines contain Satans DNA, and Fox News viewership will decline. So wheres the dow",0,https://twitter.com/jp262/status/1519638722056237059
"The only way to ensure there are tools such as vaccines to prevent another major pandemic is by continuing to fund research and development at scale.

Thats why we pledged a further $150 million to 
@CEPIvaccines
.

Learn more 

#WorldIm",0,https://twitter.com/wellcometrust/status/1520411905206202369
"We can't be lethargic n careless against this new variant of COVID, it's highly advised to take all basic cautious steps to protect our/yourself... 
New Omicron sub-variants can escape vaccine. 
 https://timesnownews.com/india/new-omicron-sub-variants-can-escape-vaccine-natural-immunity-have-potential-to-trigger-new-wave-experts-explain-article-91234819",2,https://twitter.com/KambSchandra/status/1520786246347280387
"Doctors who criticise vaccines or lockdown policies on social media could face being struck off if regulators rule they are guilty of spreading 'fake news', according to new guidance from the GMC.
",0,https://twitter.com/toadmeister/status/1519250861838540800
"Biden has his problems. But hes right about the Fox News hypocrites, who all have their vaccines, while they pushed the political agenda of vaccine opposition. For ",0,https://twitter.com/c_cuddle/status/1520798239762624512
"That's great news, we need to have our own vaccine manufacturing system and research facilities so we don't end up in the same situation as we did with Covid vaccines",0,https://twitter.com/40acrewoods/status/1520105668849528833
Kentucky teacher accused of making fake vaccine cards for field trip  KIRO 7 News S,2,https://twitter.com/educationaspect/status/1520799227995168770
"2 vacs, 2 boosters, and no COVID. I work as a nurse with lots of COVID patients and not one symptom. Vaccines work, masks work, COMMON SENSE WORKS!!! ",0,https://twitter.com/redarizona03/status/1520776909105233920
Are you still alive? Did you have to go on a ventilator? Were you hospitalized? The vaccine is not a guarantee you won't get COVID. They lessen the risk and help you to survive it if you do. It's important to understand how vaccines work.,0,https://twitter.com/write2live/status/1519009277322481664
"When I served in the military, I got a lot of required vaccines

The evidence is in, that data is there.  The vaccines work and are safe",0,https://twitter.com/RanmaOtherHalf/status/1519776254542573568
"COVID 4th wave: New variants of corona dont leave even people who have all vaccines, keep a close eye on these 7 sy",2,https://twitter.com/finaxnewshindi/status/1519953983707795456
"Vaccines  enable a #LongLifeForAll  animals, humans, the world.

They work to prevent  deadly diseases   from greatly impacting collective health and enable optimal well-being for all.

#Vacci",0,https://twitter.com/OIEAnimalHealth/status/1519753421133389825
".
@BillGates
 talks about the #Covid19 and about the key lessons the world has learnt from the pandemic. He also talked about the steps that nations should take to prevent the next pandemic. Watch the exclusive video.",2,https://twitter.com/timesofindia/status/1520605544960061440
"POLIO
0.5% develop paralysis
3,000 Americans died during worst year
People: We must do everything to stop this!

#COVID19
30% develop disabling #LongCovid
1 MILLION Americans dead in 2 years
People: Its just a flu. My freedoms! Masks annoy me! #UrgencyOf",0,https://twitter.com/catladyactivist/status/1520769437246308353
"I saw a patient this evening who lost their partner, a child, and 7 family members from #COVID19. And we cried in the exam room together. Shame on all of you for calling it mild. Shame on all of you for acting like this #pandemic is over. #NurseTwitter",2,https://twitter.com/mpirotteRN/status/1519502222492676099
"Covid now the number 1 cause of death in Australia with current numbers. 
Every politician worthy of being elected should be all over this. The media should be. We all should be. 
This is not mild. 
And then there is #LongC",2,https://twitter.com/DrShaneRRR/status/1520266478989488128
"In the year after recovering from #COVID19, Increased cardiovascular risks* seen even among those who werent hospitalized! Gentle reminder than #LongCovid is real.

*arrhythmia, heart muscle inflammation, blood clots, strokes, heart attacks, heart failure
https://jamanetwork.com/journals/jama/fullarticle/27",2,https://twitter.com/DrEricDing/status/1520606730685607936
"I don't understand how people on East Coast are pretending #Covid19 is over when the whole East Coast is bright red with HIGH community transmission of Covid. And we know these numbers are a vast undercount! 

The levels of denial of Covid are off the charts right now. #WearAMask",0,https://twitter.com/myrabatchelder/status/1519472131825930240
All New Yorkers 12 and older should receive a no-cost #COVID19vaccine booster after completing their primary COVID-19 vaccination series. Some people can now receive two boosters. Make an appointment today: https://nychealthandhospitals.org/covidvaccine,0,https://twitter.com/NYCHealthSystem/status/1520478269702909954
"A friend of mine who lives in Victoria (#Australia ) told me, he can go to gym, pubs etc without #COVID19Vaccine but can't go to office due to General worker mandate & as a result, soon he will be out of work with a massive mortgage, wife & a 1 year old to feed.



#CO",2,https://twitter.com/real_GGoswami/status/1518164261549137920
I now have a fully #COVID19Vaccine household. My two small boys got their  at the local centre.  Im in awe of how local centres have adapted themselves to deal with small nervous humans with games and colouring books. Thank you to all #NHS staff a,0,https://twitter.com/jen_jen_clark/status/1519953460111843328
"On April 29, Don Diamond, Ph.D., will be recognized by The Orange County Celebration of Heroes Project for developing COH04S1, a single-dose #COVID19vaccine that quickly produces an immune response with only mild side effects.

Congratulations, Dr. Diamond!",2,https://twitter.com/cityofhope/status/1519352113771388928
"The World Health Organization Thailand has advised the elderly to vaccinate with a #COVID19Vaccine because they have a higher risk of hospitalization and death from the virus than younger people have, especially older persons who have underlying diseases.",2,https://twitter.com/prdthailand/status/1519972258613104640
"I just got my second booster shot!
The pharmacist is also the owner & he told me that by the end of this year there will be another #COVID19Vaccine available, engineered to target future mutations and variant strains. Please everyone #GetVaccinated get your #BoosterShots & ",0,https://twitter.com/draculasspatula/status/1519378148550447106
"BREAKING | Covaxin cleared for kids 6 and above in India. 

Would be great time to also make the efficacy data on Covaxin in kids public. #COVID19Vaccine",2,https://twitter.com/rishika625/status/1518858310723653633
"#Muslims in the #WestMidlands invited to get their #COVID19 spring booster while observing #Ramadan
 
The #COVID19vaccine does not contain animal products & does not break your fast

So book a jab:
http://bit.ly/GetCOVID19Vaccine

Or #GrabAJab at a walk-in clinic:
http://bit.ly/GrabAJabWM",0,https://twitter.com/UKHSA_WestMids/status/1519353176805322752
"Excited to work with 
@ICES
 colleagues 
@deshaynef
  
@DrJeffKwong
  & Joel Ray to better inform our patients about #COVID19Vaccine #infertility #miscarriages & #periods. Thank you 
@CIHR_IRSC
 for your support",2,https://twitter.com/mp_velez/status/1519119940565053440
#Booster update: New Yorkers age 50+ and those who are immunocompromised should get a second #COVID19vaccine booster shot four months after receiving their first Pfizer or Moderna booster. Make an appointment today: https://nychealthandhospitals.org/covidvaccine,0,https://twitter.com/NYCHealthSystem/status/1519070074010800130
"Syukur. 1st dose Covid19 vaccine for my 5yo lil' prince. 
Adik, thanks for being a brave young man syg. Mommy so proud of you!
He looks really cool in this photo kan? 

Thanks to 
@KKMPutrajaya
 too for great efforts taken to protect our loved ones.

#COVID19",0,https://twitter.com/BebeAbber/status/1518081292038205441
"It was an excellent #DayofImmunology event led by 
@iuis_online
 bringing together experts from around the world to talk about Science, State and Challenges of #COVID19Vaccine.",2,https://twitter.com/mrzphd/status/1520080693102997506
"Viruses are constantly changing, creating new variants. Protect yourself against the virus that causes #COVID19 by staying up to date on your COVID-19 vaccines. This can help slow the emergence of new variants. Learn more about variants where you live: https://bit.ly/CDTUSvariants.",0,https://twitter.com/CDCgov/status/1520138366414696451
"First free speech test: #Covid19vaccine claims were lies, the response was a scam by the rich onto the everyone else and the virus is not dangerous enough to warrant lockdowns or the suspension of human rights.",1,https://twitter.com/LoudLogic01/status/1519377618377875457
#WuhanFlu was man made. #COVID19Vaccine killed healthy children. #Fauci is a snake oil salesman.  #MasksWork is a lie.  #FactCheck is fascism in practice.,1,https://twitter.com/eday311/status/1519144951115878401
"Its because of transparency that you can have trust in the procedure, said 
@MetzTilly
, one of five green MEPs who moderated their legal action against 
@EU_Commission
 as the overall demands for #transparency in the #EU #COVID19Vaccine contracts continues
",2,https://twitter.com/AmalieMersh/status/1519576857523503104
"People are still playing #COVIDIve been openly laughing at people still partaking in this nonsense. 

Remember it was all part of th",1,https://twitter.com/Ed_Ible9/status/1519995743402008576
"As an UNvaxed Pure Blood, I feel pretty darn good about my decision to ""Just Say No"" to the free government jabs!! Some of those drug pushers need to go to prison!! #SCAMdemic",1,https://twitter.com/TheMagaDad/status/1522564825024540676
Such a deadly virus that high risk patients only need a pill to be treated at home  ,1,https://twitter.com/radswan1/status/1519917069118050304
After the recent #pfizerdocuments leak. We need to be more vocal about the #scamdemic than ever before. Especially as the emergency powers are still in effect in countries like Thailand.,1,https://twitter.com/pinatacoladaaa/status/1522623268577980416
"Every single SCUM involved in the #Scamdemic, those who supported & continues to repeat the lies today, will pay dearly & will face the wrath of those who lost loved ones.
Truth has a bad habit of revealing itself. Once it does, VENGEANCE will take over.
Laugh now while we cry..",1,https://twitter.com/DraGoonD2/status/1521507742380396547
"Real study, Microplastics in people lungs FOR THE FIRST TIME IN HUMAN HISTORY.  Causing all kinds of short and long term health issues.  Guess what kind of plastic it is?  The same stuff they use to make your MASKS! ""ITS JUST A MASK"" right? - THOUGHTS? #scamdemic",1,https://twitter.com/JohnDoe03894805/status/1522707128619880450
We were all lied to about the vax effectiveness and safety. Sadly some will never be the same! All involved in this diabolical plan need to be held accountable! #Scamdemic #pfizerdocuments #pfizerlied,1,https://twitter.com/DaysDezert/status/1522399984380878848
"I still cant understand at this point, how supposedly intelligent doctors / infection control nurses / scientists etc have been so easily fooled. How can they be so naive? Its rebranded Flu.
I saw through it from the start. Its mind boggling
#Covidscam 
#Pla",1,https://twitter.com/Staying_free21/status/1515506915094192132
"Thought this was a safe vaccine, why would we need this 
@JustinTrudeau
? One thing is for sure, Having NOT taken the clot shot I will not be using this QR code!!! 
#Scamdemic #CrimesAgainstHumanity",1,https://twitter.com/thepinkneonbird/status/1520971711201513473
"Psychopaths switching ""Pandemic"" to ""Endemic""
 Meaning it's a regular part of YOUR LIFE just like the COLD always has been.

WE WILL CONTINUE TO CALL IT ""SCAMDEMIC""
#scamdemic",1,https://twitter.com/covidhoax1984/status/1519608888177446912
"Just rung my Drs and got a nice little msg about still being in a deadly pandemic, how new improved tech is being used to help patients, to stay away from the building and to stay safe. #scamdemic #covidlies",1,https://twitter.com/Tilbury_Author/status/1522141675161886720
Bill Gates says misinformation is killing people and its hard to understand why people dont trust him or VCC,1,https://twitter.com/BlackMarzMedia/status/1521909240306319360
"A pathologist who conducted 100,000 covid blood tests concluded the vaccines do cause heart  inflammation and cancers 

#VaccineSideEffects #VaccineDeaths #vaccineinjuries #NIH #CDC #scamdemic #fauci",1,https://twitter.com/HeadlineUSA/status/1516483388051390464
"Hey 
@BorisJohnson
 
@sajidjavid
 
@NHSEnglandLDN
  you can stick your child jab up ya ass. Nothing but murdering scum the lot of you. Its #poison. #sca",1,https://twitter.com/gaunty8791/status/1516382215936090117
"I don't normally insert my opinion into situations such as this tragic one, but I agree that the whole story should be told, in view of her professional capacity, and in light of the factual data coming to light now, exposing the #scamdemic.",1,https://twitter.com/Jamie83390459/status/1505177983019008008
Na your good thanks. Id rather my family not have your poison. They doing just fine without it. #scumbags.  #depopulation #sca,1,https://twitter.com/gaunty8791/status/1518623296979447808
Isn't it funny how every time they want you to take another clot shot they come up with a new variant I will never trust another Dr.  again  #pandemic #Variant #Scamdemic,1,https://twitter.com/Malibuss72Randy/status/1514404282652667908
"Spent the afternoon at Heath Hospital Cardiff A&E. Still about 90% people wearing mask. Lying bugger on this form, didnt provide a mask, probably thought it wasnt worthwhile after asking about my jabs  #scamdem",1,https://twitter.com/DarrenM14629475/status/1522645319451918339
End of the scam of asymptomatic testing. Its abusive and colossal waste of money. #Sca,1,https://twitter.com/DennisR38458475/status/1519268284499214337
These people are going to destroy what little freedoms we currently have left! #covidlies,1,https://twitter.com/STFX_81/status/1522869267485675520
"A growing percentage of Americans dying from covid-19 are vaccinated 

Another conspiracy theory proved right #COVIDIOTS",1,https://twitter.com/RealSaltySlim/status/1522716111757877250
"Been saying told you so for over two years now.  Its getting old!  

NOT REALLY!  

I",1,https://twitter.com/HawksNe54023420/status/1522373966224105485
"Thanks to our governments ! Bravo for those who didnt take the jab... and the others... its time to fight them. We cant do nothing for you now but God knows how hard weve tried...
#pfizerdoc",1,https://twitter.com/What_Now01/status/1523362292036820992
"Oh, *NOW* we can talk about vaccine side effects and blood clots?!

Just curious, US regulators: what was the magic number? How many innocent people had to die before you couldnt maintain the lies any longer? We deserve the answer.

#pfizerdocument",1,https://twitter.com/FrontlineFlash/status/1522808996775739392
"#VaccineSideEffects 
#vaccineinjuries 
#VaccineDeaths are all coincidences - nothing to worry about",1,https://twitter.com/Luvmoorcats/status/1520618776214999041
"Seriously, definition of vaccine  needs to be changed Not a single unvaccinated person among my relatives & friends regrets not taking the deadly vaccine Needless to say theyre as healthy as they used to be befor",1,https://twitter.com/IrfanFacter/status/1522991883126919171
"Next time you visit your Dr, ask him straight up about the #vaccines! If he defends them, get up and walk out and never go back, they all know!
 If he is honest and speaks out about all the #vaccineinjuries they are seeing, he is a keeper and is a real Dr! They know! ",1,https://twitter.com/Dennistalksfact/status/1522441468463484936
When will Aussie parents wake up from this covid slumber?  #vaccineinjuries #Melbourne,1,https://twitter.com/MilesWalkwith/status/1522807523824517122
"this video ends the vaccine debate... no others are required... the vaccinated have killed themselves and they're hoping to take you with them...
#vaccine #VaccineDeaths #vaccineinjuries",1,https://twitter.com/JosephNaylor11/status/1519950426715549696
"Everything makes sense once you understand that Covid-19 was manufactured for the vaccines and not the other way around. 

#VaccineSideEffects #vaccineinjuries #VaccinePassports #DigitalID #WEFpuppet #GreatReset",1,https://twitter.com/search?q=%23vaccineinjuries&src=typeahead_click&f=top
"I am still completely stunned by the fact that medical doctors who are warning pregnant women about a glass of wine at the same time encourage them to take an experimental mRNA-'vaccine'! It's unbelievable and a bloody shame.
#vaccineinjuries",1,https://twitter.com/Appdeicon7/status/1522072147732140032
"I really cant understand the argument of people saying that they were pressured into taking the jab.

I was under the same pressures. I just said no. Look at where we are.

Youre weak. You fucked up. Take responsibility and demand accountability.

#vaccineinjur",1,https://twitter.com/rationalfinker/status/1523379465585401856
"These people matter. They should be alive today, but the government forced this  on everyone.
Listen to these people. They deserve to be heard. Theseare not safe & effective #pfizerdocuments
#usa #cdnpoli #VaccineDeaths #vaccineinjuries  
@jjhorgan
 
@ianhanomansi",1,https://twitter.com/eebyabpus/status/1523028874929397760
Anybody noticed yet how angry the vaccinated are starting to get... They will defend theyre precious vaccine untill the very end #deathjab #clotshot #vaccineinjuries #covid19,1,https://twitter.com/john34560151/status/1522513193393917953
"Name one UNvaxxed athlete who had to quit the game due to heart issues or breathing issues.

#vaccineinjuries",1,https://twitter.com/Dwalingen/status/1521378773966503940
This is the way the NHS nurse treated this vaccine injured guy. People need to know that if any happens to you they will not help you #vaccineinjuries part1 of 2,1,https://twitter.com/KarenLouiseX/status/1523299662719037442
"We can't sue the drug companies for #VaccineInjuries and deaths, but what about the #BidenAdministration ???",1,https://twitter.com/hashtag/VaccineInjuries?src=hashtag_click
Science that normalizes heart attacks at 18 is not science we should want or accept. Also: I want to see proof of the so called covid deaths  fact checkers lie. So does the cdc & gov. I need cold hard proof. Numbers: are just a computer entry. Nothing more. #vac,1,https://twitter.com/Casta831/status/1522396223944241154
We were called conspiracy theorists and more. Looks like we were right yet again! #truth #vaccineinjuries #cov,1,https://twitter.com/LivLuvLaffDaily/status/1522951154883346432
Too bad for those that trusted the hype. #VaccineSideEffects #vaccineinjuries #VaccineDeaths,1,https://twitter.com/davidwattsjr/status/1522368854588112896
"Were not antivax, were truth s",1,https://twitter.com/NicoleGun09/status/1519298203866259456
